min_salary,remote_allowed,formatted_experience_level,location,employee_count,industries,company
,,Mid-Senior level,"Sinking Spring, PA",582.0,Banking,Tompkins Community Bank
,,Mid-Senior level,"Reading, PA",21775.0,"Transportation, Logistics, Supply Chain and Storage","Ryder System, Inc."
81800.0,,,"Fort Bragg, North Carolina, United States",35400.0,IT Services and IT Consulting,Booz Allen Hamilton
,,,"Highlands Ranch, CO",490.0,Software Development,RF-SMART
133000.0,,,"Mountain View, CA",285785.0,"Technology, Information and Internet",Google
159430.16,,Mid-Senior level,"Lone Tree, CO",4214.0,Defense and Space Manufacturing,Sierra Nevada Corporation
,,Entry level,"Los Lunas, NM",2041.0,IT Services and IT Consulting,"Milestone Technologies, Inc."
,,Mid-Senior level,"Blairsville, GA",463.0,Hospitals and Health Care,Soleo Health
56664.0,,Entry level,"Owings Mills, MD",6336.0,Hospitals and Health Care,CareFirst BlueCross BlueShield
,,Entry level,"Nashville, TN",134.0,Construction,GrayWolf
,,Entry level,"Natick, MA",1860.0,Wellness and Fitness Services,SmileDirectClub
167800.0,1.0,Director,"Los Angeles, CA",2381.0,Software Development,OneTrust
167800.0,1.0,Director,"Austin, TX",2381.0,Software Development,OneTrust
,1.0,Director,"San Francisco, CA",2381.0,Software Development,OneTrust
,,,"Colorado Springs, CO",38972.0,Retail,7-Eleven
,,,"Forest Hill, MD",38972.0,Retail,7-Eleven
,,,"Fort Myers, FL",22194.0,Research Services,Gartner
55.17,1.0,Mid-Senior level,United States,902.0,"Technology, Information and Internet",The Mom Project
,,Entry level,"Bartlesville, OK",902.0,"Technology, Information and Internet",The Mom Project
21.43,1.0,Mid-Senior level,United States,902.0,"Technology, Information and Internet",The Mom Project
28.0,,Entry level,"Charlotte, NC",94.0,Automation Machinery Manufacturing,FactoryFix
,1.0,Mid-Senior level,"Colorado, United States",3796.0,Software Development,Quest Software
68896.0,,Mid-Senior level,"Los Alamitos, CA",1407.0,Computers and Electronics Manufacturing,Epson America Inc.
,1.0,Director,"Ohio, United States",54639.0,Pharmaceutical Manufacturing,GE HealthCare
,,,"Mission, TX",38972.0,Retail,7-Eleven
164000.0,,,"Seattle, WA",285785.0,"Technology, Information and Internet",Google
,,Entry level,"Kansas City, MO",1138.0,Hospitals and Health Care,Research Medical Center
,,Mid-Senior level,"Wichita, KS",1617.0,Hospitals and Health Care,Wesley Healthcare
,,Mid-Senior level,"Swansboro, NC",9540.0,Food and Beverage Manufacturing,Bimbo Bakeries USA
,,Mid-Senior level,"Patchogue, NY",738.0,Hospitals and Health Care,Long Island Community Hospital
,,Entry level,"Tarrytown, NY",13621.0,Biotechnology,Regeneron
,,Entry level,"Lees Summit, MO",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"Atlantis, FL",251.0,Hospitals and Health Care,HCA Florida JFK Hospital
42500.0,,Entry level,"Colorado Springs, CO",65702.0,Industrial Machinery Manufacturing,Johnson Controls
,,Mid-Senior level,"Patchogue, NY",738.0,Hospitals and Health Care,Long Island Community Hospital
,,Entry level,"New Cumberland, PA",65702.0,Industrial Machinery Manufacturing,Johnson Controls
,,Mid-Senior level,"Port Charlotte, FL",347.0,Hospitals and Health Care,HCA Florida Fawcett Hospital
,,Mid-Senior level,"Nashville, TN",131347.0,Hospitals and Health Care,HCA Healthcare
,,,"Wichita, KS",1617.0,Hospitals and Health Care,Wesley Healthcare
,,Entry level,"Nashville, TN",131347.0,Hospitals and Health Care,HCA Healthcare
28.8,,,"Santa Clara, CA",26077.0,Semiconductor Manufacturing,Applied Materials
28.8,,,"Santa Clara, CA",26077.0,Semiconductor Manufacturing,Applied Materials
,,Mid-Senior level,"Miami, FL",14551.0,Computer and Network Security,Palo Alto Networks
146000.0,,Mid-Senior level,"Sunnyvale, CA",285785.0,"Technology, Information and Internet",Google
,,Entry level,"Eden Prairie, MN",21042.0,Industrial Machinery Manufacturing,Danfoss
,,,"Las Vegas, NV",74847.0,Restaurants,Domino's
,,Entry level,"Henderson, NV",74847.0,Restaurants,Domino's
,,,"Lubbock, TX",73285.0,Hospitals and Health Care,IQVIA
,,Entry level,"Austin, TX",73285.0,Hospitals and Health Care,IQVIA
,,Internship,"Cary, NC",8171.0,Entertainment Providers,Epic Games
,,Mid-Senior level,"Greenville, SC",33861.0,Construction,Fluor Corporation
,,Entry level,"Fargo, ND",2357.0,Wholesale Building Materials,Marvin
70310.0,,Mid-Senior level,"Salem, VA",4218.0,Human Resources,Virginia Department of Transportation
,,Entry level,"New Britain, CT",5588.0,Hospitals and Health Care,Hartford HealthCare
,,Entry level,"Torrington, CT",5588.0,Hospitals and Health Care,Hartford HealthCare
,,Entry level,"Hartford, CT",5588.0,Hospitals and Health Care,Hartford HealthCare
,,Mid-Senior level,"Portland, ME",1046.0,Environmental Services,Haley & Aldrich
59000.0,,Entry level,"Seattle, WA",1046.0,Environmental Services,Haley & Aldrich
55125.0,1.0,Entry level,"Santa Clara, CA",17224.0,Biotechnology Research,Agilent Technologies
58300.0,,,"Saint Inigoes, MD",35400.0,IT Services and IT Consulting,Booz Allen Hamilton
58400.0,,,"McLean, VA",35400.0,IT Services and IT Consulting,Booz Allen Hamilton
,,Entry level,"Milpitas, CA",59.0,Veterinary Services,Companion Pet Partners
58400.0,1.0,,"McLean, VA",35400.0,IT Services and IT Consulting,Booz Allen Hamilton
,,Entry level,"Rockville, MD",2965.0,Hospitals and Health Care,Adventist HealthCare
,,Mid-Senior level,"Rockville, MD",2965.0,Hospitals and Health Care,Adventist HealthCare
,,Mid-Senior level,"Silver Spring, MD",2965.0,Hospitals and Health Care,Adventist HealthCare
,,,"Charleston, SC",38972.0,Retail,7-Eleven
,1.0,Mid-Senior level,"Chicago, IL",5094.0,Pharmaceutical Manufacturing,ICON Strategic Solutions
,,Mid-Senior level,"Tulsa, OK",4162.0,Business Consulting and Services,CBIZ
,1.0,Mid-Senior level,"Little Canada, MN",5094.0,Pharmaceutical Manufacturing,ICON Strategic Solutions
65300.0,,,"Arlington, VA",35400.0,IT Services and IT Consulting,Booz Allen Hamilton
,1.0,Mid-Senior level,United States,5094.0,Pharmaceutical Manufacturing,ICON Strategic Solutions
,,Mid-Senior level,"Chicago, IL",16142.0,Higher Education,University of Illinois Chicago
,,Mid-Senior level,"Amarillo, TX",5497.0,Medical Equipment Manufacturing,"Patterson Companies, Inc."
,,Entry level,"Shoemakersville, PA",21775.0,"Transportation, Logistics, Supply Chain and Storage","Ryder System, Inc."
,,Entry level,"Baltimore, MD",14970.0,Financial Services,Transamerica
90000.0,1.0,Mid-Senior level,United States,14970.0,Financial Services,Transamerica
,,Entry level,"Long Beach, CA",1051.0,Aviation & Aerospace,Rocket Lab
,,Mid-Senior level,Erie-Meadville Area,2602.0,Retail Apparel and Fashion,"Kontoor Brands, Inc."
20.0,,Associate,"Hillsboro, OR",1514.0,IT Services and IT Consulting,First Tech Federal Credit Union
11.18,,Mid-Senior level,"Eden Prairie, MN",3116.0,Retail,Visionworks of America
,,,"Simi Valley, CA",38972.0,Retail,7-Eleven
,,,"Kenmore, NY",38972.0,Retail,7-Eleven
,,Entry level,"Florence, SC",54639.0,Pharmaceutical Manufacturing,GE HealthCare
59800.0,,Entry level,"United, PA",54639.0,Pharmaceutical Manufacturing,GE HealthCare
18.0,,Entry level,"Danbury, CT",197.0,Manufacturing,Culligan By WaterCo
185000.0,,,"Sunnyvale, CA",285785.0,"Technology, Information and Internet",Google
62.07,1.0,Mid-Senior level,United States,902.0,"Technology, Information and Internet",The Mom Project
31.0,,Entry level,"Akron, OH",94.0,Automation Machinery Manufacturing,FactoryFix
,,Entry level,"Capitol Heights, MD",65702.0,Industrial Machinery Manufacturing,Johnson Controls
,,Mid-Senior level,"Phoenix, AZ",2040.0,Insurance,Blue Cross Blue Shield of Arizona
,,Entry level,"Peoria, AZ",2040.0,Insurance,Blue Cross Blue Shield of Arizona
,,Entry level,"Melbourne, FL",12.0,Motor Vehicle Manufacturing,FirstChoice Hiring
,,Entry level,"Groton, CT",1669.0,Hospitals and Health Care,Community Health Center
,,,"Pearland, TX",38972.0,Retail,7-Eleven
,,Mid-Senior level,"Milpitas, CA",59.0,Veterinary Services,Companion Pet Partners
,,Entry level,"McKinney, TX",5262.0,Hospitals and Health Care,Medical City Healthcare
,,Mid-Senior level,"Clarence, NY",2924.0,Medical Device,Integer Holdings Corporation
,1.0,Director,"Illinois, United States",54639.0,Pharmaceutical Manufacturing,GE HealthCare
,1.0,Director,"Florida, United States",54639.0,Pharmaceutical Manufacturing,GE HealthCare
,,Mid-Senior level,"Richmond, VA",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"Sunrise, FL",811.0,Consumer Goods,"Jazwares, LLC"
,1.0,Entry level,United States,54639.0,Pharmaceutical Manufacturing,GE HealthCare
164000.0,,,"New York, NY",285785.0,"Technology, Information and Internet",Google
157000.0,,Mid-Senior level,"Cambridge, MA",285785.0,"Technology, Information and Internet",Google
,,Mid-Senior level,"Brooksville, FL",437.0,Government Administration,Southwest Florida Water Management District
157000.0,,Mid-Senior level,"Mountain View, CA",285785.0,"Technology, Information and Internet",Google
,,Associate,"Chicago, IL",90.0,Financial Services,tastylive
,,Entry level,"Charleston, SC",698.0,Hospitals and Health Care,Trident Medical Center
,,Entry level,"Cranberry Township, PA",65702.0,Industrial Machinery Manufacturing,Johnson Controls
,,Entry level,"Houston, TX",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"Miami, FL",430.0,Hospitals and Health Care,MD Now Urgent Care
,,Director,"Purchase, NY",34236.0,"Technology, Information and Internet",Mastercard
,,Mid-Senior level,"Ocala, FL",131347.0,Hospitals and Health Care,HCA Healthcare
,,Mid-Senior level,"Phoenix, AZ",9540.0,Food and Beverage Manufacturing,Bimbo Bakeries USA
28.0,,Internship,"Santa Clara, CA",26077.0,Semiconductor Manufacturing,Applied Materials
28.8,,,"Santa Clara, CA",26077.0,Semiconductor Manufacturing,Applied Materials
,,Associate,"Texas, United States",14551.0,Computer and Network Security,Palo Alto Networks
,,Mid-Senior level,"Atlanta, GA",14551.0,Computer and Network Security,Palo Alto Networks
118000.0,,,"Boulder, CO",285785.0,"Technology, Information and Internet",Google
,,Mid-Senior level,"Phoenix, AZ",14551.0,Computer and Network Security,Palo Alto Networks
,,Mid-Senior level,"Boston, MA",14551.0,Computer and Network Security,Palo Alto Networks
,,Associate,"Dallas, TX",14551.0,Computer and Network Security,Palo Alto Networks
,,Mid-Senior level,"New York, NY",14551.0,Computer and Network Security,Palo Alto Networks
,,Mid-Senior level,"Patchogue, NY",738.0,Hospitals and Health Care,Long Island Community Hospital
,,Entry level,"Patchogue, NY",738.0,Hospitals and Health Care,Long Island Community Hospital
64500.0,,Mid-Senior level,"Denver, CO",9540.0,Food and Beverage Manufacturing,Bimbo Bakeries USA
16.65,,Mid-Senior level,"San Antonio, TX",3116.0,Retail,Visionworks of America
13.7,,Mid-Senior level,"Schaumburg, IL",3116.0,Retail,Visionworks of America
,1.0,Mid-Senior level,"Chicago, IL",290.0,Law Practice,Center for Reproductive Rights
,,,"McAllen, TX",38972.0,Retail,7-Eleven
,,,"Progreso, TX",38972.0,Retail,7-Eleven
,,,"Ogden, UT",38972.0,Retail,7-Eleven
,,,"Austin, TX",22194.0,Research Services,Gartner
,,Entry level,"Elk Grove Village, IL",902.0,"Technology, Information and Internet",The Mom Project
,,Mid-Senior level,"Villa Park, IL",902.0,"Technology, Information and Internet",The Mom Project
59800.0,,Entry level,"New Jersey, United States",54639.0,Pharmaceutical Manufacturing,GE HealthCare
,,,"Chicago, IL",16142.0,Higher Education,University of Illinois Chicago
,,,"Nashville, TN",38972.0,Retail,7-Eleven
,,Mid-Senior level,"Phoenix, AZ",2040.0,Insurance,Blue Cross Blue Shield of Arizona
,,Entry level,"Phoenix, AZ",2040.0,Insurance,Blue Cross Blue Shield of Arizona
,,Entry level,"Independence, MO",437.0,Hospitals and Health Care,Centerpoint Medical Center
,,Entry level,"Middletown, CT",1669.0,Hospitals and Health Care,Community Health Center
95000.0,,Entry level,"Denver, CO",430.0,Construction,Vanir
,,Mid-Senior level,"Chicago, IL",88.0,Oil and Gas,The JPI Group
,,Mid-Senior level,"Trenton, GA",2924.0,Medical Device,Integer Holdings Corporation
,1.0,Director,"Georgia, United States",54639.0,Pharmaceutical Manufacturing,GE HealthCare
,,Mid-Senior level,"Richmond, VA",131347.0,Hospitals and Health Care,HCA Healthcare
,,Director,"Troy, NY",13621.0,Biotechnology,Regeneron
,,Mid-Senior level,"Savannah, GA",1969.0,Hospitals and Health Care,Memorial Health
,,Entry level,"Trinity, FL",131347.0,Hospitals and Health Care,HCA Healthcare
21.41,,Entry level,"Englewood, CO",1685.0,Hospitals and Health Care,Swedish Medical Center
,,Mid-Senior level,"Brooksville, FL",437.0,Government Administration,Southwest Florida Water Management District
,,Entry level,"Allenwood, PA",9540.0,Food and Beverage Manufacturing,Bimbo Bakeries USA
,,Entry level,"Kissimmee, FL",39.0,Hospitals and Health Care,HCA Florida Poinciana Hospital​
,,Mid-Senior level,"Pasadena, TX",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"San Antonio, TX",3123.0,Hospitals and Health Care,Methodist Healthcare System
,,Entry level,"Asheville, NC",3472.0,Hospitals and Health Care,Mission Health
,,Entry level,"Dallas, TX",5262.0,Hospitals and Health Care,Medical City Healthcare
,,Entry level,"Alexandria, LA",358.0,Hospitals and Health Care,Rapides Regional Medical Center LLC
,,Entry level,"New York, NY",825.0,Real Estate,AKAM
,,Mid-Senior level,"Richmond, VA",131347.0,Hospitals and Health Care,HCA Healthcare
28.8,,,"Santa Clara, CA",26077.0,Semiconductor Manufacturing,Applied Materials
,1.0,Mid-Senior level,"Miami, FL",14551.0,Computer and Network Security,Palo Alto Networks
146000.0,,Mid-Senior level,"Los Angeles, CA",285785.0,"Technology, Information and Internet",Google
118000.0,,,"Atlanta, GA",285785.0,"Technology, Information and Internet",Google
,1.0,Mid-Senior level,"Washington, United States",14551.0,Computer and Network Security,Palo Alto Networks
,,Entry level,"Bristol, PA",811.0,Consumer Goods,"Jazwares, LLC"
,,Entry level,"Arabi, LA",234.0,Manufacturing,American Sugar Refining Inc
,,,"Austin, TX",20661.0,Food and Beverage Services,US Foods
,,Entry level,"Chicago, IL",9540.0,Food and Beverage Manufacturing,Bimbo Bakeries USA
,,,"Fort Lauderdale, FL",38972.0,Retail,7-Eleven
,,Entry level,"Fort Worth, TX",2041.0,IT Services and IT Consulting,"Milestone Technologies, Inc."
,,Mid-Senior level,"San Antonio, TX",3123.0,Hospitals and Health Care,Methodist Healthcare System
54686.1,,Executive,"Clifton, NJ",3116.0,Retail,Visionworks of America
20.5,,Mid-Senior level,"San Antonio, TX",3116.0,Retail,Visionworks of America
,,Entry level,"Louisville, KY",1860.0,Wellness and Fitness Services,SmileDirectClub
,,Mid-Senior level,"Lawrenceburg, IN",4497.0,Hospitals and Health Care,St. Elizabeth Healthcare
,,,"Simi Valley, CA",38972.0,Retail,7-Eleven
20.0,,Entry level,"Palatine, IL",902.0,"Technology, Information and Internet",The Mom Project
,,Mid-Senior level,"Charleston, SC",698.0,Hospitals and Health Care,Trident Medical Center
35000.0,,Entry level,"New York, NY",2082.0,Public Relations and Communications Services,BCW Global
152000.0,1.0,Director,United States,54639.0,Pharmaceutical Manufacturing,GE HealthCare
,,Mid-Senior level,"Mountain View, CA",679.0,Software Development,Samsung Research America (SRA)
,,Entry level,"Romulus, MI",2898.0,Hospitality,DO & CO AG
63000.0,,,"Pryor, OK",285785.0,"Technology, Information and Internet",Google
,,Mid-Senior level,"St Paul, MN",1577.0,Financial Services,Toppan Merrill
,1.0,Director,"Michigan, United States",54639.0,Pharmaceutical Manufacturing,GE HealthCare
,,Mid-Senior level,"Patchogue, NY",738.0,Hospitals and Health Care,Long Island Community Hospital
,,Mid-Senior level,"Patchogue, NY",738.0,Hospitals and Health Care,Long Island Community Hospital
164000.0,,,"Kirkland, WA",285785.0,"Technology, Information and Internet",Google
164000.0,,,"Mountain View, CA",285785.0,"Technology, Information and Internet",Google
,,Entry level,"Tamarac, FL",5230.0,"Technology, Information and Internet","Varsity Tutors, a Nerdy Company"
,,Mid-Senior level,"Irving, TX",5262.0,Hospitals and Health Care,Medical City Healthcare
,,Mid-Senior level,"Cranberry Township, PA",65702.0,Industrial Machinery Manufacturing,Johnson Controls
,,Mid-Senior level,"Chattanooga, TN",170.0,Hospitals and Health Care,Parkridge East Hospital
,,Mid-Senior level,"Live Oak, TX",3123.0,Hospitals and Health Care,Methodist Healthcare System
139000.0,,,"Atlanta, GA",285785.0,"Technology, Information and Internet",Google
185000.0,,,"Mountain View, CA",285785.0,"Technology, Information and Internet",Google
,,Entry level,"Draper, UT",150.0,Hospitals and Health Care,Lone Peak Hospital
92000.0,,,"Gloucester, MA",26077.0,Semiconductor Manufacturing,Applied Materials
,,Mid-Senior level,"Charlotte, NC",14551.0,Computer and Network Security,Palo Alto Networks
,1.0,Mid-Senior level,"Baltimore, MD",14551.0,Computer and Network Security,Palo Alto Networks
,,Mid-Senior level,"Tampa, FL",14551.0,Computer and Network Security,Palo Alto Networks
146000.0,,Mid-Senior level,"San Diego, CA",285785.0,"Technology, Information and Internet",Google
118000.0,,,"Sunnyvale, CA",285785.0,"Technology, Information and Internet",Google
118000.0,,,"Reston, VA",285785.0,"Technology, Information and Internet",Google
,,Associate,"Dallas, TX",14551.0,Computer and Network Security,Palo Alto Networks
,,,"Irving, TX",22194.0,Research Services,Gartner
,,Mid-Senior level,"Augusta, GA",525.0,Hospitals and Health Care,Doctors Hospital of Augusta
61942.4,,Director,"Denver, CO",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"Nashville, TN",65702.0,Industrial Machinery Manufacturing,Johnson Controls
,,Mid-Senior level,"Patchogue, NY",738.0,Hospitals and Health Care,Long Island Community Hospital
,,Entry level,"Richmond, VA",511.0,Hospitals and Health Care,"Henrico, Parham & Retreat Doctors' Hospitals"
,,Director,"Nashville, TN",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"Asheville, NC",3472.0,Hospitals and Health Care,Mission Health
185000.0,,,"San Diego, CA",285785.0,"Technology, Information and Internet",Google
185000.0,,,"Chicago, IL",285785.0,"Technology, Information and Internet",Google
,,Entry level,"Nashville, TN",131347.0,Hospitals and Health Care,HCA Healthcare
,,Mid-Senior level,"Hendersonville, TN",118.0,Hospitals and Health Care,TriStar Hendersonville Medical Center
,,Entry level,"Nashville, TN",131347.0,Hospitals and Health Care,HCA Healthcare
,,Director,"San Antonio, TX",131347.0,Hospitals and Health Care,HCA Healthcare
115000.0,,,"Mountain View, CA",285785.0,"Technology, Information and Internet",Google
28.8,,,"Santa Clara, CA",26077.0,Semiconductor Manufacturing,Applied Materials
28.8,,,"Santa Clara, CA",26077.0,Semiconductor Manufacturing,Applied Materials
28.8,,,"Santa Clara, CA",26077.0,Semiconductor Manufacturing,Applied Materials
,,Mid-Senior level,"Orlando, FL",14551.0,Computer and Network Security,Palo Alto Networks
146000.0,,Mid-Senior level,"Austin, TX",285785.0,"Technology, Information and Internet",Google
,,,"California, United States",334.0,Staffing and Recruiting,Black Diamond Networks
59000.0,,Mid-Senior level,"Missouri, United States",34236.0,"Technology, Information and Internet",Mastercard
,,Mid-Senior level,"Lubbock, TX",4579.0,Higher Education,Texas Tech University Health Sciences Center
,1.0,Entry level,United States,666.0,Software Development,LastPass
,,,"Asheville, NC",20661.0,Food and Beverage Services,US Foods
104440.0,,Entry level,New York City Metropolitan Area,19124.0,Insurance,Munich Re
24.4,,Mid-Senior level,"Franklin, TN",18270.0,Manufacturing,the LEGO Group
,,Entry level,"Chaska, MN",2924.0,Medical Device,Integer Holdings Corporation
,,Entry level,"Chicago, IL",16142.0,Higher Education,University of Illinois Chicago
,,Entry level,"Gainesville, FL",225.0,Hospitals and Health Care,HCA Florida North Florida Hospital​
,,Entry level,"Kansas City, MO",1138.0,Hospitals and Health Care,Research Medical Center
32.62,,Mid-Senior level,"Las Vegas, NV",131347.0,Hospitals and Health Care,HCA Healthcare
,,Mid-Senior level,"Gainesville, FL",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"Patchogue, NY",738.0,Hospitals and Health Care,Long Island Community Hospital
,,Entry level,"Asheville, NC",3472.0,Hospitals and Health Care,Mission Health
,,Mid-Senior level,"Brooksville, FL",437.0,Government Administration,Southwest Florida Water Management District
139000.0,,,"Reston, VA",285785.0,"Technology, Information and Internet",Google
,,Mid-Senior level,"Hendersonville, TN",118.0,Hospitals and Health Care,TriStar Hendersonville Medical Center
,,Mid-Senior level,"Texas City, TX",2718.0,Hospitals and Health Care,HCA Houston Healthcare
185000.0,,,"Atlanta, GA",285785.0,"Technology, Information and Internet",Google
16.04,,Entry level,"Las Vegas, NV",630.0,Hospitals and Health Care,MountainView Hospital
,,Entry level,"Wichita, KS",5230.0,"Technology, Information and Internet","Varsity Tutors, a Nerdy Company"
,,Mid-Senior level,"McKinney, TX",9540.0,Food and Beverage Manufacturing,Bimbo Bakeries USA
96000.0,,,"Santa Clara, CA",26077.0,Semiconductor Manufacturing,Applied Materials
112000.0,,,"Bloomington, MN",26077.0,Semiconductor Manufacturing,Applied Materials
192000.0,,Director,"Santa Clara, CA",26077.0,Semiconductor Manufacturing,Applied Materials
,,Mid-Senior level,"New Orleans, LA",14551.0,Computer and Network Security,Palo Alto Networks
,,Mid-Senior level,"Plano, TX",14551.0,Computer and Network Security,Palo Alto Networks
146000.0,,Mid-Senior level,"Kirkland, WA",285785.0,"Technology, Information and Internet",Google
,,Entry level,Atlanta Metropolitan Area,19124.0,Insurance,Munich Re
,,Entry level,"Livermore, CA",65702.0,Industrial Machinery Manufacturing,Johnson Controls
,,Mid-Senior level,"Austin, TX",65702.0,Industrial Machinery Manufacturing,Johnson Controls
,,Entry level,"Gary, IN",5230.0,"Technology, Information and Internet","Varsity Tutors, a Nerdy Company"
,,Mid-Senior level,"Salem, VA",131347.0,Hospitals and Health Care,HCA Healthcare
,,Mid-Senior level,"Summerville, SC",9540.0,Food and Beverage Manufacturing,Bimbo Bakeries USA
,,Mid-Senior level,"Gainesville, FL",225.0,Hospitals and Health Care,HCA Florida North Florida Hospital​
139000.0,,,"Addison, TX",285785.0,"Technology, Information and Internet",Google
,,Entry level,"Ogden, UT",476.0,Hospitals and Health Care,Ogden Regional Medical Center
,,Entry level,"San Antonio, TX",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"Gainesville, FL",225.0,Hospitals and Health Care,HCA Florida North Florida Hospital​
32.21,,Mid-Senior level,"Las Vegas, NV",641.0,Hospitals and Health Care,Southern Hills Hospital and Medical Center
63000.0,,,"Bridgeport, AL",285785.0,"Technology, Information and Internet",Google
,,Mid-Senior level,"Boston, MA",1319.0,Non-profit Organizations,GBH
,,Director,"Derry, NH",342.0,Hospitals and Health Care,Parkland Medical Center
,,Mid-Senior level,"Chicago, IL",14551.0,Computer and Network Security,Palo Alto Networks
,,Mid-Senior level,"Charlotte, NC",14551.0,Computer and Network Security,Palo Alto Networks
,,Mid-Senior level,"Houston, TX",14551.0,Computer and Network Security,Palo Alto Networks
146000.0,,Mid-Senior level,"Seattle, WA",285785.0,"Technology, Information and Internet",Google
146000.0,,Mid-Senior level,"San Jose, CA",285785.0,"Technology, Information and Internet",Google
114000.0,,,"Mountain View, CA",285785.0,"Technology, Information and Internet",Google
118000.0,,,"New York, NY",285785.0,"Technology, Information and Internet",Google
,,Associate,"Los Angeles, CA",14551.0,Computer and Network Security,Palo Alto Networks
89200.0,1.0,,"New York, United States",22194.0,Research Services,Gartner
145000.0,,Director,"Purchase, NY",34236.0,"Technology, Information and Internet",Mastercard
,,Associate,"Nokomis, FL",5582.0,Environmental Services,GFL Environmental Inc.
,,,"Greenville, SC",20661.0,Food and Beverage Services,US Foods
,,,"Newport News, VA",20661.0,Food and Beverage Services,US Foods
175200.0,,,"Palo Alto, CA",109463.0,Business Consulting and Services,SAP
,1.0,Director,"Texas, United States",54639.0,Pharmaceutical Manufacturing,GE HealthCare
,1.0,Director,"Wisconsin, United States",54639.0,Pharmaceutical Manufacturing,GE HealthCare
,,Mid-Senior level,"Brentwood, TN",131347.0,Hospitals and Health Care,HCA Healthcare
,,Mid-Senior level,"Chicago, IL",2282.0,Higher Education,University of Illinois System
,,Entry level,"Inverness, FL",484.0,Hospitals and Health Care,HCA Florida Citrus Hospital
,,Entry level,"Fredericksburg, VA",238.0,Hospitals and Health Care,Spotsylvania Regional Medical Center
,,Entry level,"San Antonio, TX",3123.0,Hospitals and Health Care,Methodist Healthcare System
139000.0,,,"Cambridge, MA",285785.0,"Technology, Information and Internet",Google
134451.2,,Director,"San Jose, CA",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"Nashville, TN",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"Asheville, NC",131347.0,Hospitals and Health Care,HCA Healthcare
,,Entry level,"Austin, TX",131347.0,Hospitals and Health Care,HCA Healthcare
146000.0,,Mid-Senior level,"Mountain View, CA",285785.0,"Technology, Information and Internet",Google
118000.0,,,"New York, NY",285785.0,"Technology, Information and Internet",Google
,,Mid-Senior level,"Washington, United States",14551.0,Computer and Network Security,Palo Alto Networks
,,Entry level,"Arabi, LA",234.0,Manufacturing,American Sugar Refining Inc
,,,"Lincoln, NE",20661.0,Food and Beverage Services,US Foods
42900.0,,,"Tempe, AZ",109463.0,Business Consulting and Services,SAP
,,Associate,"Joplin, MO",5582.0,Environmental Services,GFL Environmental Inc.
,,Entry level,"Annapolis, MD",1121.0,Insurance,American Modern Insurance Group
,,Entry level,"Odessa, TX",4579.0,Higher Education,Texas Tech University Health Sciences Center
59000.0,,Mid-Senior level,"Goodland, KS",34236.0,"Technology, Information and Internet",Mastercard
,,Associate,"Menomonie, WI",5582.0,Environmental Services,GFL Environmental Inc.
19.45,,,"Salem, VA",20661.0,Food and Beverage Services,US Foods
80000.0,1.0,,"Florida, United States",2.0,"Appliances, Electrical, and Electronics Manufacturing",DVS LED Systems
,,Entry level,"Orlando, FL",308.0,Restaurants,Tavistock Restaurant Collection
,,Mid-Senior level,"Madison, WI",8757.0,Hospitals and Health Care,UnityPoint Health
,,Entry level,"West Des Moines, IA",8757.0,Hospitals and Health Care,UnityPoint Health
,,Mid-Senior level,"Madison, WI",8757.0,Hospitals and Health Care,UnityPoint Health
70000.0,,Mid-Senior level,"Scottsdale, AZ",32.0,Insurance,Renaissance Personnel Group
24.09,,Mid-Senior level,"Federal Way, WA",4420.0,Banking,Umpqua Bank
113700.0,,,"New York, NY",109463.0,Business Consulting and Services,SAP
,,Entry level,"Lemont, IL",4583.0,Research Services,Argonne National Laboratory
24.0,,Associate,"Antigo, WI",5582.0,Environmental Services,GFL Environmental Inc.
,,Associate,"De Pere, WI",5582.0,Environmental Services,GFL Environmental Inc.
,,Mid-Senior level,"Boston, MA",18270.0,Manufacturing,the LEGO Group
,,Entry level,"McLean, VA",8871.0,Retail,Neiman Marcus Group
,,Associate,"Suamico, WI",5582.0,Environmental Services,GFL Environmental Inc.
20.25,,Entry level,"Roseburg, OR",4420.0,Banking,Umpqua Bank
,,Entry level,"Fort Dodge, IA",8757.0,Hospitals and Health Care,UnityPoint Health
,,Mid-Senior level,"Newington, NH",159.0,Manufacturing,Regency Fireplace Products
,,Entry level,Greater Lansing,8145.0,Hospitals and Health Care,McLaren Health Care
,,Associate,"Jacksonville, FL",5582.0,Environmental Services,GFL Environmental Inc.
,,Associate,"Fairburn, GA",5582.0,Environmental Services,GFL Environmental Inc.
,,Associate,"Quincy, IL",5582.0,Environmental Services,GFL Environmental Inc.
53102.4,,Mid-Senior level,"Bellingham, WA",4420.0,Banking,Umpqua Bank
